adm_cd,adm_nm,sgis_adm_cd,sgis_adm_nm
3611052300,어진동,29010515,어진동
3611052500,해밀동,29010512,해밀동
3611053000,아름동,29010590,아름동
3611054000,종촌동,29010560,종촌동
3611055000,고운동,29010600,고운동
3611055500,소담동,29010710,소담동
3611055600,반곡동,29010513,반곡동
3611056000,보람동,29010660,보람동
3611057000,대평동,29010640,대평동
3611058000,다정동,29010680,다정동
4111156000,파장동,31011540,파장동
4111156600,율천동,31011550,율천동
4111157100,정자1동,31011560,정자1동
4111157200,정자2동,31011570,정자2동
4111157300,정자3동,31011620,정자3동
4111158000,영화동,31011580,영화동
4111159100,송죽동,31011590,송죽동
4111159700,조원1동,31011600,조원1동
4111159800,조원2동,31011630,조원2동
4111160000,연무동,31011610,연무동
4111352000,세류1동,31012520,세류1동
4111353000,세류2동,31012530,세류2동
4111354000,세류3동,31012540,세류3동
4111355000,평동,31012550,평동
4111356000,서둔동,31012560,서둔동
4111365000,구운동,31012570,구운동
4111366200,금곡동,31012650,금곡동
4111366400,호매실동,31012660,호매실동
4111367000,권선1동,31012600,권선1동
4111368000,권선2동,31012640,권선2동
4111369000,곡선동,31012610,곡선동
4111370000,입북동,31012620,입북동
4111565000,매교동,31013670,매교동
4111566000,매산동,31013680,매산동
4111567000,고등동,31013690,고등동
4111568000,화서1동,31013700,화서1동
4111569000,화서2동,31013710,화서2동
4111570000,지동,31013530,지동
4111571000,우만1동,31013540,우만1동
4111572000,우만2동,31013550,우만2동
4111573000,인계동,31013560,인계동
4111574000,행궁동,31013720,행궁동
4111751000,매탄1동,31014510,매탄1동
4111752000,매탄2동,31014520,매탄2동
4111753000,매탄3동,31014530,매탄3동
4111754000,매탄4동,31014540,매탄4동
4111755000,원천동,31014600,원천동
4111757000,영통1동,31014640,영통1동
4111758000,영통2동,31014650,영통2동
4111758500,영통3동,31014660,영통3동
4111759300,망포1동,31014670,망포1동
4111759600,망포2동,31014680,망포2동
4111760000,광교1동,31014620,광교1동
4111761000,광교2동,31014630,광교2동
4113151000,신흥1동,31021510,신흥1동
4113152000,신흥2동,31021520,신흥2동
4113153000,신흥3동,31021530,신흥3동
4113154000,태평1동,31021540,태평1동
4113155000,태평2동,31021550,태평2동
4113156000,태평3동,31021560,태평3동
4113156100,태평4동,31021570,태평4동
4113157000,수진1동,31021580,수진1동
4113158000,수진2동,31021590,수진2동
4113159000,단대동,31021600,단대동
4113160000,산성동,31021610,산성동
4113161000,양지동,31021620,양지동
4113162000,복정동,31021670,복정동
4113162500,위례동,31021680,위례동
4113163000,신촌동,31021640,신촌동
4113164000,고등동,31021650,고등동
4113165000,시흥동,31021660,시흥동
4113351000,성남동,31022510,성남동
4113352500,중앙동,31022620,중앙동
4113353000,금광1동,31022530,금광1동
4113354000,금광2동,31022540,금광2동
4113355000,은행1동,31022550,은행1동
4113356000,은행2동,31022560,은행2동
4113357000,상대원1동,31022570,상대원1동
4113358000,상대원2동,31022580,상대원2동
4113359000,상대원3동,31022590,상대원3동
4113366000,하대원동,31022600,하대원동
4113367000,도촌동,31022610,도촌동
4113551000,분당동,31023510,분당동
4113552000,수내1동,31023530,수내1동
4113553000,수내2동,31023540,수내2동
4113554000,수내3동,31023520,수내3동
4113554500,정자동,31023780,정자동
4113555000,정자1동,31023770,정자1동
4113556000,정자2동,31023550,정자2동
4113557000,정자3동,31023560,정자3동
4113558000,서현1동,31023580,서현1동
4113559000,서현2동,31023590,서현2동
4113560000,이매1동,31023600,이매1동
4113561000,이매2동,31023610,이매2동
4113562000,야탑1동,31023620,야탑1동
4113563000,야탑2동,31023640,야탑2동
4113564000,야탑3동,31023630,야탑3동
4113565000,판교동,31023750,판교동
4113565500,삼평동,31023740,삼평동
4113565700,백현동,31023760,백현동
4113566200,금곡동,31023710,금곡동
4113566500,구미1동,31023720,구미1동
4113567000,구미동,31023670,구미동
4113568000,운중동,31023680,운중동
4115051000,의정부1동,31030690,의정부1동
4115052000,의정부2동,31030520,의정부2동
4115054500,호원1동,31030550,호원1동
4115055500,호원2동,31030650,호원2동
4115056100,장암동,31030560,장암동
4115056700,신곡1동,31030570,신곡1동
4115056800,신곡2동,31030580,신곡2동
4115057300,송산1동,31030591,송산1동
4115057600,송산2동,31030700,송산2동
4115057800,송산3동,31030710,송산3동
4115058000,자금동,31030600,자금동
4115059500,가능동,31030680,가능동
4115061500,흥선동,31030670,흥선동
4115062000,녹양동,31030640,녹양동
4115063000,고산동,31030721,고산동
4117151000,안양1동,31041510,안양1동
4117152000,안양2동,31041520,안양2동
4117153000,안양3동,31041530,안양3동
4117154000,안양4동,31041540,안양4동
4117155000,안양5동,31041550,안양5동
4117156000,안양6동,31041560,안양6동
4117157000,안양7동,31041570,안양7동
4117159000,석수1동,31041600,석수1동
4117160000,석수2동,31041610,석수2동
4117161100,충훈동,31041651,충훈동
4117351000,비산1동,31042510,비산1동
4117352000,비산2동,31042520,비산2동
4117353000,비산3동,31042530,비산3동
4117354000,부흥동,31042540,부흥동
4117354600,달안동,31042550,달안동
4117355200,관양동,31042681,관양동
4117355900,인덕원동,31042691,인덕원동
4117356600,부림동,31042580,부림동
4117357000,평촌동,31042590,평촌동
4117357600,평안동,31042600,평안동
4117357800,귀인동,31042610,귀인동
4117358000,호계1동,31042620,호계1동
4117359000,호계2동,31042630,호계2동
4117360000,호계3동,31042640,호계3동
4117361000,범계동,31042650,범계동
4117362000,신촌동,31042660,신촌동
4117363000,갈산동,31042670,갈산동
4119251000,심곡1동,31051511,심곡1동
4119252000,심곡2동,31051521,심곡2동
4119253000,심곡3동,31051531,심곡3동
4119254000,원미1동,31051561,원미1동
4119255000,원미2동,31051541,원미2동
4119256000,소사동,31051551,소사동
4119257000,역곡1동,31051571,역곡1동
4119258000,역곡2동,31051581,역곡2동
4119259000,춘의동,31051591,춘의동
4119260000,도당동,31051601,도당동
4119261000,약대동,31051631,약대동
4119262000,중동,31051611,중동
4119263000,중1동,31051641,중1동
4119264000,중2동,31051651,중2동
4119265000,중3동,31051661,중3동
4119266000,중4동,31051671,중4동
4119267000,상동,31051621,상동
4119268000,상1동,31051681,상1동
4119269000,상2동,31051691,상2동
4119270000,상3동,31051701,상3동
4119451000,심곡본1동,31052511,심곡본1동
4119452000,심곡본동,31052521,심곡본동
4119453000,소사본동,31052551,소사본동
4119454000,소사본1동,31052561,소사본1동
4119455000,범박동,31052571,범박동
4119456000,옥길동,31052581,옥길동
4119457000,괴안동,31052591,괴안동
4119458000,역곡3동,31052601,역곡3동
4119459000,송내1동,31052531,송내1동
4119460000,송내2동,31052541,송내2동
4119651000,성곡동,31053511,성곡동
4119652000,원종1동,31053541,원종1동
4119653000,원종2동,31053551,원종2동
4119654000,고강본동,31053521,고강본동
4119655000,고강1동,31053531,고강1동
4119656000,오정동,31053561,오정동
4119657000,신흥동,31053571,신흥동
4121051000,광명1동,31060510,광명1동
4121052000,광명2동,31060520,광명2동
4121054000,광명3동,31060530,광명3동
4121055000,광명4동,31060540,광명4동
4121056000,광명5동,31060550,광명5동
4121057000,광명6동,31060560,광명6동
4121058000,광명7동,31060570,광명7동
4121059000,철산1동,31060580,철산1동
4121060000,철산2동,31060590,철산2동
4121061000,철산3동,31060600,철산3동
4121062000,철산4동,31060610,철산4동
4121063100,하안1동,31060620,하안1동
4121063200,하안2동,31060630,하안2동
4121063300,하안3동,31060640,하안3동
4121063400,하안4동,31060650,하안4동
4121064000,소하1동,31060660,소하1동
4121065000,소하2동,31060690,소하2동
4121065500,일직동,31060700,일직동
4121066000,학온동,31060680,학온동
4122025000,팽성읍,31070110,팽성읍
4122025300,안중읍,31070120,안중읍
4122025600,포승읍,31070130,포승읍
4122025900,청북읍,31070140,청북읍
4122031000,진위면,31070310,진위면
4122032000,서탄면,31070320,서탄면
4122033000,고덕면,31070330,고덕면
4122034000,오성면,31070340,오성면
4122037000,현덕면,31070370,현덕면
4122051000,중앙동,31070510,중앙동
4122052000,서정동,31070520,서정동
4122053500,송탄동,31070530,송탄동
4122055000,지산동,31070550,지산동
4122056000,송북동,31070560,송북동
4122057000,신장1동,31070570,신장1동
4122058000,신장2동,31070580,신장2동
4122059000,신평동,31070590,신평동
4122060000,원평동,31070600,원평동
4122061000,통복동,31070610,통복동
4122062000,비전1동,31070670,비전1동
4122063000,비전2동,31070650,비전2동
4122063500,용이동,31070660,용이동
4122064000,세교동,31070640,세교동
4122065000,동삭동,31070680,동삭동
4122066000,고덕동,31070690,고덕동
4125051000,생연1동,31080510,생연1동
4125052000,생연2동,31080520,생연2동
4125053500,중앙동,31080530,중앙동
4125055000,보산동,31080550,보산동
4125056500,불현동,31080560,불현동
4125056600,송내동,31080610,송내동
4125058000,소요동,31080580,소요동
4125060000,상패동,31080600,상패동
4127151000,일동,31091510,일동
4127151500,이동,31091740,이동
4127152500,사동,31091760,사동
4127153200,사이동,31091770,사이동
4127153700,해양동,31091780,해양동
4127154000,본오1동,31091540,본오1동
4127155000,본오2동,31091550,본오2동
4127156000,본오3동,31091560,본오3동
4127157000,부곡동,31091570,부곡동
4127158000,월피동,31091580,월피동
4127159000,성포동,31091620,성포동
4127160000,반월동,31091710,반월동
4127161000,안산동,31091730,안산동
4127351000,와동,31092590,와동
4127352500,고잔동,31092740,고잔동
4127353200,중앙동,31092750,중앙동
4127353500,호수동,31092730,호수동
4127354500,원곡동,31092760,원곡동
4127355500,백운동,31092780,백운동
4127356500,신길동,31092770,신길동
4127357000,초지동,31092660,초지동
4127358000,선부1동,31092680,선부1동
4127359000,선부2동,31092690,선부2동
4127360000,선부3동,31092700,선부3동
4127361000,대부동,31092720,대부동
4128151000,주교동,31101510,주교동
4128152000,원신동,31101520,원신동
4128153000,흥도동,31101511,흥도동
4128154000,성사1동,31101540,성사1동
4128155000,성사2동,31101550,성사2동
4128156000,효자동,31101560,효자동
4128157600,삼송1동,31101512,삼송1동
4128157700,삼송2동,31101513,삼송2동
4128158000,창릉동,31101580,창릉동
4128159000,고양동,31101590,고양동
4128160000,관산동,31101600,관산동
4128161000,능곡동,31101610,능곡동
4128162100,화정1동,31101620,화정1동
4128162200,화정2동,31101630,화정2동
4128163000,행주동,31101640,행주동
4128164000,행신1동,31101650,행신1동
4128165000,행신2동,31101660,행신2동
4128165500,행신3동,31101514,행신3동
4128165600,행신4동,31101515,행신4동
4128166000,화전동,31101670,화전동
4128167000,대덕동,31101680,대덕동
4128551000,식사동,31103510,식사동
4128552500,중산1동,31103511,중산1동
4128552600,중산2동,31103512,중산2동
4128553000,정발산동,31103530,정발산동
4128554000,풍산동,31103540,풍산동
4128555100,백석1동,31103550,백석1동
4128555200,백석2동,31103610,백석2동
4128556000,마두1동,31103560,마두1동
4128557000,마두2동,31103570,마두2동
4128558000,장항1동,31103580,장항1동
4128559000,장항2동,31103590,장항2동
4128560000,고봉동,31103600,고봉동
4128751000,일산1동,31104510,일산1동
4128752000,일산2동,31104520,일산2동
4128753000,일산3동,31104530,일산3동
4128754500,탄현1동,31104511,탄현1동
4128754600,탄현2동,31104512,탄현2동
4128755000,주엽1동,31104550,주엽1동
4128756000,주엽2동,31104560,주엽2동
4128757000,대화동,31104570,대화동
4128758000,송포동,31104580,송포동
4128760000,덕이동,31104513,덕이동
4128761000,가좌동,31104514,가좌동
4129051000,중앙동,31110510,중앙동
4129051500,원문동,31110522,원문동
4129052000,갈현동,31110521,갈현동
4129053000,별양동,31110530,별양동
4129054000,부림동,31110540,부림동
4129055000,과천동,31110550,과천동
4129056000,문원동,31110560,문원동
4131051000,갈매동,31120510,갈매동
4131052000,동구동,31120520,동구동
4131053000,인창동,31120530,인창동
4131054100,교문1동,31120540,교문1동
4131054200,교문2동,31120550,교문2동
4131057000,수택1동,31120560,수택1동
4131058000,수택2동,31120570,수택2동
4131059000,수택3동,31120580,수택3동
4136025000,와부읍,31130110,와부읍
4136025300,진접읍,31130120,진접읍
4136025600,화도읍,31130111,화도읍
4136025900,진건읍,31130140,진건읍
4136026200,오남읍,31130150,오남읍
4136026500,퇴계원읍,31130160,퇴계원읍
4136031000,별내면,31130310,별내면
4136034000,수동면,31130340,수동면
4136036000,조안면,31130350,조안면
4136051000,호평동,31130510,호평동
4136052000,평내동,31130520,평내동
4136053000,금곡동,31130530,금곡동
4136054000,양정동,31130540,양정동
4136054500,다산1동,31130580,다산1동
4136056500,다산2동,31130590,다산2동
4136057000,별내동,31130570,별내동
4137051000,중앙동,31140510,중앙동
4137052300,대원1동,31140581,대원1동
4137052600,대원2동,31140582,대원2동
4137053000,남촌동,31140530,남촌동
4137054300,신장1동,31140571,신장1동
4137054600,신장2동,31140572,신장2동
4137055000,세마동,31140550,세마동
4137056000,초평동,31140560,초평동
4139051000,대야동,31150510,대야동
4139052000,신천동,31150520,신천동
4139053100,신현동,31150530,신현동
4139054000,은행동,31150540,은행동
4139055000,매화동,31150550,매화동
4139057000,목감동,31150560,목감동
4139058100,군자동,31150680,군자동
4139058200,월곶동,31150690,월곶동
4139058900,정왕본동,31150640,정왕본동
4139059100,정왕1동,31150650,정왕1동
4139059200,정왕2동,31150611,정왕2동
4139059300,정왕3동,31150620,정왕3동
4139059400,정왕4동,31150720,정왕4동
4139059600,배곧1동,31150740,배곧1동
4139059700,배곧2동,31150750,배곧2동
4139062100,과림동,31150590,과림동
4139063000,연성동,31150700,연성동
4139063100,장곡동,31150710,장곡동
4139064000,능곡동,31150670,능곡동
4139065000,거북섬동,31150760,거북섬동
4141051000,군포1동,31160510,군포1동
4141052000,군포2동,31160520,군포2동
4141054000,산본1동,31160540,산본1동
4141055000,산본2동,31160550,산본2동
4141056000,금정동,31160560,금정동
4141057000,재궁동,31160570,재궁동
4141058000,오금동,31160580,오금동
4141059000,수리동,31160590,수리동
4141060000,궁내동,31160600,궁내동
4141061000,대야동,31160630,대야동
4141062000,광정동,31160610,광정동
4141063000,송부동,31160640,송부동
4143051000,고천동,31170510,고천동
4143052000,부곡동,31170520,부곡동
4143053000,오전동,31170530,오전동
4143054000,내손1동,31170540,내손1동
4143055000,내손2동,31170550,내손2동
4143056000,청계동,31170560,청계동
4145051000,천현동,31180510,천현동
4145052000,신장1동,31180520,신장1동
4145053000,신장2동,31180530,신장2동
4145054000,덕풍1동,31180540,덕풍1동
4145055000,덕풍2동,31180550,덕풍2동
4145056000,덕풍3동,31180560,덕풍3동
4145058000,감북동,31180660,감북동
4145058200,감일동,31180670,감일동
4145058500,위례동,31180650,위례동
4145059000,춘궁동,31180590,춘궁동
4145060000,초이동,31180600,초이동
4145061000,미사1동,31180620,미사1동
4145062000,미사2동,31180630,미사2동
4145063000,미사3동,31180611,미사3동
4146125000,포곡읍,31191110,포곡읍
4146125300,모현읍,31191120,모현읍
4146125600,이동읍,31191130,이동읍
4146125900,남사읍,31191140,남사읍
4146134000,원삼면,31191340,원삼면
4146135000,백암면,31191350,백암면
4146151000,중앙동,31191510,중앙동
4146152500,역북동,31191550,역북동
4146152600,삼가동,31191560,삼가동
4146154000,동부동,31191540,동부동
4146351000,신갈동,31192610,신갈동
4146351600,영덕1동,31192630,영덕1동
4146351700,영덕2동,31192640,영덕2동
4146352000,구갈동,31192520,구갈동
4146353000,상갈동,31192650,상갈동
4146353500,보라동,31192660,보라동
4146354000,기흥동,31192540,기흥동
4146355000,서농동,31192550,서농동
4146356000,구성동,31192560,구성동
4146357000,마북동,31192570,마북동
4146357200,동백1동,31192670,동백1동
4146357500,동백2동,31192680,동백2동
4146357700,동백3동,31192690,동백3동
4146358600,상하동,31192600,상하동
4146359000,보정동,31192590,보정동
4146551000,풍덕천1동,31193510,풍덕천1동
4146552000,풍덕천2동,31193520,풍덕천2동
4146553000,신봉동,31193530,신봉동
4146554000,죽전1동,31193600,죽전1동
4146555000,죽전2동,31193550,죽전2동
4146555500,죽전3동,31193610,죽전3동
4146556000,동천동,31193560,동천동
4146557000,상현1동,31193620,상현1동
4146558000,상현2동,31193580,상현2동
4146558500,상현3동,31193630,상현3동
4146559000,성복동,31193590,성복동
4148025000,문산읍,31200110,문산읍
4148025300,파주읍,31200120,파주읍
4148025600,법원읍,31200130,법원읍
4148026200,조리읍,31200150,조리읍
4148031000,월롱면,31200310,월롱면
4148032000,탄현면,31200320,탄현면
4148035000,광탄면,31200350,광탄면
4148036000,파평면,31200360,파평면
4148037000,적성면,31200370,적성면
4148039000,장단면,31200390,장단면
4148051000,금촌1동,31200530,금촌1동
4148052000,금촌2동,31200520,금촌2동
4148053000,금촌3동,31200540,금촌3동
4148054000,교하동,31200511,교하동
4148055000,운정1동,31200512,운정1동
4148056000,운정2동,31200570,운정2동
4148057000,운정3동,31200513,운정3동
4148058000,운정4동,31200514,운정4동
4148059000,운정5동,31200515,운정5동
4148060000,운정6동,31200516,운정6동
4150025000,장호원읍,31210110,장호원읍
4150025300,부발읍,31210120,부발읍
4150031000,신둔면,31210310,신둔면
4150032000,백사면,31210320,백사면
4150033000,호법면,31210330,호법면
4150034000,마장면,31210340,마장면
4150035000,대월면,31210350,대월면
4150036000,모가면,31210360,모가면
4150037000,설성면,31210370,설성면
4150038000,율면,31210380,율면
4150051000,창전동,31210510,창전동
4150051500,증포동,31210540,증포동
4150052000,중리동,31210520,중리동
4150053000,관고동,31210530,관고동
4155025000,공도읍,31220110,공도읍
4155031000,보개면,31220310,보개면
4155032000,금광면,31220320,금광면
4155033000,서운면,31220330,서운면
4155034000,미양면,31220340,미양면
4155035000,대덕면,31220350,대덕면
4155036000,양성면,31220360,양성면
4155038000,원곡면,31220380,원곡면
4155039000,일죽면,31220390,일죽면
4155040000,죽산면,31220400,죽산면
4155041000,삼죽면,31220410,삼죽면
4155042000,고삼면,31220420,고삼면
4155051000,안성1동,31220510,안성1동
4155052000,안성2동,31220520,안성2동
4155053000,안성3동,31220530,안성3동
4157025000,통진읍,31230110,통진읍
4157025300,고촌읍,31230120,고촌읍
4157025600,양촌읍,31230130,양촌읍
4157034000,대곶면,31230340,대곶면
4157035000,월곶면,31230350,월곶면
4157036000,하성면,31230360,하성면
4157051500,김포본동,31230610,김포본동
4157052500,장기본동,31230620,장기본동
4157054000,사우동,31230530,사우동
4157055000,풍무동,31230540,풍무동
4157056000,장기동,31230560,장기동
4157057000,구래동,31230630,구래동
4157057500,마산동,31230640,마산동
4157058000,운양동,31230600,운양동
4159125000,우정읍,31240130,우정읍
4159125300,향남읍,31240140,향남읍
4159125600,남양읍,31240150,남양읍
4159131000,마도면,31240350,마도면
4159132000,송산면,31240360,송산면
4159133000,서신면,31240370,서신면
4159134000,팔탄면,31240380,팔탄면
4159135000,장안면,31240390,장안면
4159136000,양감면,31240420,양감면
4159151000,새솔동,31240670,새솔동
4159325000,봉담읍,31240120,봉담읍
4159331000,매송면,31240310,매송면
4159332000,비봉면,31240330,비봉면
4159333000,정남면,31240430,정남면
4159351000,기배동,31240560,기배동
4159551000,진안동,31240520,진안동
4159552000,병점1동,31240530,병점1동
4159553000,병점2동,31240540,병점2동
4159554000,반월동,31240550,반월동
4159555000,화산동,31240570,화산동
4159751000,동탄1동,31240610,동탄1동
4159752000,동탄2동,31240600,동탄2동
4159753000,동탄3동,31240620,동탄3동
4159754000,동탄4동,31240640,동탄4동
4159755000,동탄5동,31240650,동탄5동
4159756000,동탄6동,31240700,동탄6동
4159757000,동탄7동,31240691,동탄7동
4159758000,동탄8동,31240710,동탄8동
4159759000,동탄9동,31240720,동탄9동
4161025300,초월읍,31250120,초월읍
4161025900,곤지암읍,31250140,곤지암읍
4161033000,도척면,31250340,도척면
4161034000,퇴촌면,31250350,퇴촌면
4161035000,남종면,31250360,남종면
4161037000,남한산성면,31250380,남한산성면
4161051000,경안동,31250540,경안동
4161052000,송정동,31250550,송정동
4161054000,쌍령동,31250560,쌍령동
4161055000,탄벌동,31250570,탄벌동
4161056000,광남1동,31250580,광남1동
4161057000,광남2동,31250590,광남2동
4161058000,오포1동,31250511,오포1동
4161059000,오포2동,31250512,오포2동
4161060000,신현동,31250513,신현동
4161061000,능평동,31250514,능평동
4163025000,백석읍,31260110,백석읍
4163031000,은현면,31260310,은현면
4163032000,남면,31260320,남면
4163033000,광적면,31260330,광적면
4163034000,장흥면,31260340,장흥면
4163051000,양주1동,31260510,양주1동
4163052000,양주2동,31260520,양주2동
4163053000,회천1동,31260530,회천1동
4163054000,회천2동,31260540,회천2동
4163055000,회천3동,31260550,회천3동
4163057000,옥정1동,31260561,옥정1동
4163058000,옥정2동,31260571,옥정2동
4165025000,소흘읍,31270110,소흘읍
4165031000,군내면,31270310,군내면
4165032000,내촌면,31270320,내촌면
4165033000,가산면,31270330,가산면
4165034000,신북면,31270340,신북면
4165035000,창수면,31270350,창수면
4165036000,영중면,31270360,영중면
4165037000,일동면,31270370,일동면
4165038000,이동면,31270380,이동면
4165039000,영북면,31270390,영북면
4165040000,관인면,31270400,관인면
4165041000,화현면,31270410,화현면
4165051000,포천동,31270510,포천동
4165052000,선단동,31270520,선단동
4167025000,가남읍,31280110,가남읍
4167031000,점동면,31280310,점동면
4167032000,흥천면,31280330,흥천면
4167033000,금사면,31280340,금사면
4167034500,세종대왕면,31280390,세종대왕면
4167035000,대신면,31280360,대신면
4167036000,북내면,31280370,북내면
4167037000,강천면,31280380,강천면
4167038000,산북면,31280350,산북면
4167051000,여흥동,31280510,여흥동
4167052000,중앙동,31280520,중앙동
4167053000,오학동,31280530,오학동
4180025000,연천읍,31550110,연천읍
4180025300,전곡읍,31550120,전곡읍
4180031000,군남면,31550310,군남면
4180032000,청산면,31550320,청산면
4180033000,백학면,31550330,백학면
4180034000,미산면,31550340,미산면
4180035000,왕징면,31550350,왕징면
4180036000,신서면,31550360,신서면
4180037000,중면,31550370,중면
4180038000,장남면,31550380,장남면
4182025000,가평읍,31570110,가평읍
4182031000,설악면,31570310,설악면
4182032500,청평면,31570320,청평면
4182033000,상면,31570330,상면
4182034500,조종면,31570360,조종면
4182035000,북면,31570350,북면
4183025000,양평읍,31580110,양평읍
4183031000,강상면,31580310,강상면
4183032000,강하면,31580320,강하면
4183033000,양서면,31580330,양서면
4183034000,옥천면,31580340,옥천면
4183035000,서종면,31580350,서종면
4183036000,단월면,31580360,단월면
4183037000,청운면,31580370,청운면
4183038000,양동면,31580380,양동면
4183039500,지평면,31580390,지평면
4183040000,용문면,31580400,용문면
4183041000,개군면,31580410,개군면
5111025000,신북읍,32010110,신북읍
5111031000,동면,32010310,동면
5111032000,동산면,32010320,동산면
5111033000,신동면,32010330,신동면
5111034000,남면,32010350,남면
5111035000,서면,32010370,서면
5111036000,사북면,32010380,사북면
5111038000,북산면,32010390,북산면
5111039000,동내면,32010340,동내면
5111040000,남산면,32010360,남산면
5111052000,교동,32010520,교동
5111053000,조운동,32010530,조운동
5111054500,약사명동,32010540,약사명동
5111057000,근화동,32010570,근화동
5111058000,소양동,32010580,소양동
5111060000,후평1동,32010600,후평1동
5111061000,후평2동,32010610,후평2동
5111061100,후평3동,32010620,후평3동
5111062000,효자1동,32010630,효자1동
5111063000,효자2동,32010640,효자2동
5111064000,효자3동,32010650,효자3동
5111065000,석사동,32010660,석사동
5111066000,퇴계동,32010670,퇴계동
5111067500,강남동,32010680,강남동
5111070500,신사우동,32010710,신사우동
5113025000,문막읍,32020110,문막읍
5113031000,소초면,32020310,소초면
5113032000,호저면,32020320,호저면
5113033000,지정면,32020330,지정면
5113035000,부론면,32020340,부론면
5113036000,귀래면,32020350,귀래면
5113037000,흥업면,32020360,흥업면
5113038000,판부면,32020370,판부면
5113039000,신림면,32020380,신림면
5113051500,중앙동,32020510,중앙동
5113052000,원인동,32020520,원인동
5113053000,개운동,32020530,개운동
5113054100,명륜1동,32020540,명륜1동
5113054200,명륜2동,32020550,명륜2동
5113055000,단구동,32020560,단구동
5113056000,일산동,32020570,일산동
5113057500,학성동,32020580,학성동
5113059000,단계동,32020600,단계동
5113060000,우산동,32020610,우산동
5113061000,태장1동,32020620,태장1동
5113062000,태장2동,32020630,태장2동
5113063500,봉산동,32020640,봉산동
5113065000,행구동,32020660,행구동
5113066000,무실동,32020670,무실동
5113067500,반곡관설동,32020680,반곡관설동
5115025000,주문진읍,32030110,주문진읍
5115031000,성산면,32030310,성산면
5115032000,왕산면,32030320,왕산면
5115033000,구정면,32030330,구정면
5115034000,강동면,32030340,강동면
5115035000,옥계면,32030350,옥계면
5115036000,사천면,32030360,사천면
5115037000,연곡면,32030370,연곡면
5115051000,홍제동,32030510,홍제동
5115052000,중앙동,32030520,중앙동
5115054000,옥천동,32030540,옥천동
5115055000,교1동,32030550,교1동
5115056000,교2동,32030560,교2동
5115057100,포남1동,32030570,포남1동
5115057200,포남2동,32030580,포남2동
5115058000,초당동,32030590,초당동
5115059000,송정동,32030600,송정동
5115060000,내곡동,32030610,내곡동
5115061500,강남동,32030620,강남동
5115064500,성덕동,32030650,성덕동
5115066500,경포동,32030670,경포동
5117051000,천곡동,32040510,천곡동
5117052000,송정동,32040520,송정동
5117053000,북삼동,32040530,북삼동
5117054000,부곡동,32040540,부곡동
5117055000,동호동,32040550,동호동
5117057000,발한동,32040570,발한동
5117059000,묵호동,32040590,묵호동
5117060000,북평동,32040600,북평동
5117063000,망상동,32040630,망상동
5117065000,삼화동,32040650,삼화동
5119051500,황지동,32050510,황지동
5119052500,황연동,32050520,황연동
5119053500,삼수동,32050530,삼수동
5119054000,상장동,32050540,상장동
5119058500,문곡소도동,32050620,문곡소도동
5119059500,장성동,32050560,장성동
5119060500,구문소동,32050550,구문소동
5119061500,철암동,32050580,철암동
5121051000,영랑동,32060510,영랑동
5121052000,동명동,32060520,동명동
5121054000,금호동,32060540,금호동
5121056000,교동,32060560,교동
5121057000,노학동,32060570,노학동
5121058000,조양동,32060580,조양동
5121059000,청호동,32060590,청호동
5121060000,대포동,32060600,대포동
5123025000,도계읍,32070110,도계읍
5123025300,원덕읍,32070120,원덕읍
5123031000,근덕면,32070310,근덕면
5123032000,하장면,32070320,하장면
5123033000,노곡면,32070330,노곡면
5123034000,미로면,32070340,미로면
5123035000,가곡면,32070350,가곡면
5123036000,신기면,32070360,신기면
5123051000,남양동,32070510,남양동
5123053000,교동,32070530,교동
5123054000,정라동,32070540,정라동
5123057000,성내동,32070520,성내동
5172025000,홍천읍,32510110,홍천읍
5172031000,화촌면,32510310,화촌면
5172032000,두촌면,32510320,두촌면
5172033000,내촌면,32510330,내촌면
5172034000,서석면,32510340,서석면
5172035200,영귀미면,32510400,영귀미면
5172036000,남면,32510360,남면
5172037000,서면,32510370,서면
5172038000,북방면,32510380,북방면
5172039000,내면,32510390,내면
5173025000,횡성읍,32520110,횡성읍
5173031000,우천면,32520310,우천면
5173032000,안흥면,32520320,안흥면
5173033000,둔내면,32520330,둔내면
5173034000,갑천면,32520340,갑천면
5173035000,청일면,32520350,청일면
5173036000,공근면,32520360,공근면
5173037000,서원면,32520370,서원면
5173038000,강림면,32520380,강림면
5175025000,영월읍,32530110,영월읍
5175025300,상동읍,32530120,상동읍
5175031200,산솔면,32530410,산솔면
5175032500,김삿갓면,32530380,김삿갓면
5175033000,북면,32530330,북면
5175034000,남면,32530340,남면
5175035500,한반도면,32530390,한반도면
5175036000,주천면,32530360,주천면
5175038000,무릉도원면,32530400,무릉도원면
5176025000,평창읍,32540110,평창읍
5176031000,미탄면,32540310,미탄면
5176032000,방림면,32540320,방림면
5176033000,대화면,32540330,대화면
5176034000,봉평면,32540340,봉평면
5176035000,용평면,32540350,용평면
5176036000,진부면,32540360,진부면
5176038000,대관령면,32540370,대관령면
5177025000,정선읍,32550110,정선읍
5177025300,고한읍,32550120,고한읍
5177025600,사북읍,32550130,사북읍
5177025900,신동읍,32550140,신동읍
5177032000,남면,32550320,남면
5177034000,북평면,32550340,북평면
5177035000,임계면,32550350,임계면
5177036000,화암면,32550360,화암면
5177037000,여량면,32550370,여량면
