adm_cd,adm_nm,sgis_adm_cd,sgis_adm_nm
1279043000,화원면,36600430,화원면
1280025000,영암읍,36610110,영암읍
1280025300,삼호읍,36610120,삼호읍
1280031000,덕진면,36610310,덕진면
1280032000,금정면,36610320,금정면
1280033000,신북면,36610330,신북면
1280034000,시종면,36610340,시종면
1280035000,도포면,36610350,도포면
1280036000,군서면,36610360,군서면
1280037000,서호면,36610370,서호면
1280038000,학산면,36610380,학산면
1280039000,미암면,36610390,미암면
1281025000,무안읍,36620110,무안읍
1281025300,일로읍,36620120,일로읍
1281025600,삼향읍,36620130,삼향읍
1281032000,몽탄면,36620320,몽탄면
1281033000,청계면,36620330,청계면
1281034000,현경면,36620340,현경면
1281035000,망운면,36620350,망운면
1281036000,해제면,36620360,해제면
1281037000,운남면,36620370,운남면
1282025000,함평읍,36630110,함평읍
1282031000,손불면,36630310,손불면
1282032000,신광면,36630320,신광면
1282033000,학교면,36630330,학교면
1282034000,엄다면,36630340,엄다면
1282035000,대동면,36630350,대동면
1282036000,나산면,36630360,나산면
1282037000,해보면,36630370,해보면
1282038000,월야면,36630380,월야면
1283025000,영광읍,36640110,영광읍
1283025300,백수읍,36640120,백수읍
1283025600,홍농읍,36640130,홍농읍
1283031000,대마면,36640310,대마면
1283032000,묘량면,36640320,묘량면
1283033000,불갑면,36640330,불갑면
1283034000,군서면,36640340,군서면
1283035000,군남면,36640350,군남면
1283036000,염산면,36640360,염산면
1283037000,법성면,36640370,법성면
1283038000,낙월면,36640380,낙월면
1284025000,장성읍,36650110,장성읍
1284031000,진원면,36650310,진원면
1284032000,남면,36650320,남면
1284033000,동화면,36650330,동화면
1284034000,삼서면,36650340,삼서면
1284035000,삼계면,36650350,삼계면
1284036000,황룡면,36650360,황룡면
1284037000,서삼면,36650370,서삼면
1284038000,북일면,36650380,북일면
1284039000,북이면,36650390,북이면
1284040000,북하면,36650400,북하면
1285025000,완도읍,36660110,완도읍
1285025300,금일읍,36660120,금일읍
1285025600,노화읍,36660130,노화읍
1285031000,군외면,36660310,군외면
1285032000,신지면,36660320,신지면
1285033000,고금면,36660330,고금면
1285034000,약산면,36660340,약산면
1285035000,청산면,36660350,청산면
1285036000,소안면,36660360,소안면
1285037000,금당면,36660370,금당면
1285038000,보길면,36660380,보길면
1285039000,생일면,36660390,생일면
1286025000,진도읍,36670110,진도읍
1286031000,군내면,36670310,군내면
1286032000,고군면,36670320,고군면
1286033000,의신면,36670330,의신면
1286034000,임회면,36670340,임회면
1286035000,지산면,36670350,지산면
1286036000,조도면,36670360,조도면
1287025000,지도읍,36680110,지도읍
1287025300,압해읍,36680120,압해읍
1287031000,증도면,36680310,증도면
1287032000,임자면,36680320,임자면
1287033000,자은면,36680330,자은면
1287034000,비금면,36680340,비금면
1287035000,도초면,36680350,도초면
1287036000,흑산면,36680360,흑산면
1287037000,하의면,36680370,하의면
1287038000,신의면,36680380,신의면
1287039000,장산면,36680390,장산면
1287040000,안좌면,36680400,안좌면
1287041000,팔금면,36680410,팔금면
1287042000,암태면,36680420,암태면
2611051000,중앙동,21010510,중앙동
2611052000,동광동,21010520,동광동
2611053000,대청동,21010530,대청동
2611054500,보수동,21010540,보수동
2611056000,부평동,21010560,부평동
2611057000,광복동,21010570,광복동
2611058000,남포동,21010580,남포동
2611059000,영주제1동,21010590,영주1동
2611060000,영주제2동,21010600,영주2동
2614051000,동대신제1동,21020510,동대신1동
2614052000,동대신제2동,21020520,동대신2동
2614053000,동대신제3동,21020530,동대신3동
2614054000,서대신제1동,21020540,서대신1동
2614056000,서대신제3동,21020560,서대신3동
2614057000,서대신제4동,21020570,서대신4동
2614059000,부민동,21020590,부민동
2614061500,아미동,21020610,아미동
2614063000,초장동,21020630,초장동
2614064000,충무동,21020640,충무동
2614065000,남부민제1동,21020650,남부민1동
2614066000,남부민제2동,21020690,남부민2동
2614068000,암남동,21020680,암남동
2617051000,초량제1동,21030510,초량1동
2617052000,초량제2동,21030520,초량2동
2617053000,초량제3동,21030530,초량3동
2617055000,초량제6동,21030550,초량6동
2617056000,수정제1동,21030560,수정1동
2617057000,수정제2동,21030570,수정2동
2617059000,수정제4동,21030590,수정4동
2617060000,수정제5동,21030600,수정5동
2617064500,좌천동,21030700,좌천동
2617065000,범일제1동,21030710,범일1동
2617066000,범일제2동,21030660,범일2동
2617068000,범일제5동,21030680,범일5동
2620053000,남항동,21040530,남항동
2620054000,영선제1동,21040540,영선1동
2620055000,영선제2동,21040550,영선2동
2620058500,신선동,21040680,신선동
2620059000,봉래제1동,21040590,봉래1동
2620060500,봉래제2동,21040690,봉래2동
2620063000,청학제1동,21040630,청학1동
2620064000,청학제2동,21040640,청학2동
2620065000,동삼제1동,21040650,동삼1동
2620066000,동삼제2동,21040660,동삼2동
2620067000,동삼제3동,21040670,동삼3동
2623051000,부전제1동,21050820,부전1동
2623052000,부전제2동,21050520,부전2동
2623054000,연지동,21050540,연지동
2623055000,초읍동,21050550,초읍동
2623056000,양정제1동,21050560,양정1동
2623057000,양정제2동,21050570,양정2동
2623060000,전포제1동,21050830,전포1동
2623061000,전포제2동,21050610,전포2동
2623064000,부암제1동,21050640,부암1동
2623066000,부암제3동,21050660,부암3동
2623067000,당감제1동,21050800,당감1동
2623068000,당감제2동,21050680,당감2동
2623070000,당감제4동,21050700,당감4동
2623071000,가야제1동,21050810,가야1동
2623072000,가야제2동,21050720,가야2동
2623074000,개금제1동,21050740,개금1동
2623075000,개금제2동,21050750,개금2동
2623076000,개금제3동,21050760,개금3동
2623077000,범천제1동,21050770,범천1동
2623078000,범천제2동,21050840,범천2동
2626051000,수민동,21060510,수민동
2626052000,복산동,21060520,복산동
2626054500,명륜동,21060650,명륜동
2626055000,온천제1동,21060550,온천1동
2626056000,온천제2동,21060560,온천2동
2626057000,온천제3동,21060570,온천3동
2626058000,사직제1동,21060580,사직1동
2626059000,사직제2동,21060590,사직2동
2626060000,사직제3동,21060600,사직3동
2626074000,안락제1동,21060610,안락1동
2626075000,안락제2동,21060620,안락2동
2626076100,명장제1동,21060630,명장1동
2626076200,명장제2동,21060640,명장2동
2629051000,대연제1동,21070700,대연1동
2629053000,대연제3동,21070530,대연3동
2629054000,대연제4동,21070540,대연4동
2629055000,대연제5동,21070550,대연5동
2629056000,대연제6동,21070560,대연6동
2629057000,용호제1동,21070570,용호1동
2629058000,용호제2동,21070580,용호2동
2629059000,용호제3동,21070590,용호3동
2629060000,용호제4동,21070600,용호4동
2629061000,용당동,21070610,용당동
2629062000,감만제1동,21070620,감만1동
2629063000,감만제2동,21070630,감만2동
2629064500,우암동,21070710,우암동
2629068000,문현제1동,21070660,문현1동
2629069000,문현제2동,21070670,문현2동
2629070000,문현제3동,21070680,문현3동
2629071000,문현제4동,21070690,문현4동
2632051000,구포제1동,21080510,구포1동
2632052000,구포제2동,21080520,구포2동
2632052100,구포제3동,21080530,구포3동
2632053000,금곡동,21080540,금곡동
2632054100,화명제1동,21080550,화명1동
2632054200,화명제2동,21080620,화명2동
2632054300,화명제3동,21080630,화명3동
2632055000,덕천제1동,21080560,덕천1동
2632056000,덕천제2동,21080570,덕천2동
2632056100,덕천제3동,21080580,덕천3동
2632057100,만덕제1동,21080590,만덕1동
2632057200,만덕제2동,21080600,만덕2동
2632057300,만덕제3동,21080610,만덕3동
2635051000,우제1동,21090730,우1동
2635052000,우제2동,21090740,우2동
2635052500,우제3동,21090750,우3동
2635053000,중제1동,21090530,중1동
2635054000,중제2동,21090540,중2동
2635055100,좌제1동,21090660,좌1동
2635055200,좌제2동,21090670,좌2동
2635055300,좌제3동,21090680,좌3동
2635055400,좌제4동,21090690,좌4동
2635056000,송정동,21090560,송정동
2635057000,반여제1동,21090700,반여1동
2635058000,반여제2동,21090580,반여2동
2635059000,반여제3동,21090590,반여3동
2635059500,반여제4동,21090710,반여4동
2635061000,반송제1동,21090720,반송1동
2635062000,반송제2동,21090620,반송2동
2635065000,재송제1동,21090640,재송1동
2635066000,재송제2동,21090650,재송2동
2638051000,괴정제1동,21100510,괴정1동
2638052000,괴정제2동,21100520,괴정2동
2638053000,괴정제3동,21100530,괴정3동
2638054000,괴정제4동,21100540,괴정4동
2638055000,당리동,21100550,당리동
2638056100,하단제1동,21100560,하단1동
2638056200,하단제2동,21100570,하단2동
2638057100,신평제1동,21100580,신평1동
2638057200,신평제2동,21100590,신평2동
2638058000,장림제1동,21100600,장림1동
2638059000,장림제2동,21100610,장림2동
2638060100,다대제1동,21100620,다대1동
2638060200,다대제2동,21100630,다대2동
2638061000,구평동,21100640,구평동
2638062000,감천제1동,21100650,감천1동
2638063000,감천제2동,21100660,감천2동
2641051000,서제1동,21110510,서1동
2641052000,서제2동,21110520,서2동
2641053000,서제3동,21110720,서3동
2641055500,금사회동동,21110730,금사회동동
2641057000,부곡제1동,21110570,부곡1동
2641058000,부곡제2동,21110580,부곡2동
2641059000,부곡제3동,21110590,부곡3동
2641059100,부곡제4동,21110600,부곡4동
2641060000,장전제1동,21110610,장전1동
2641061000,장전제2동,21110740,장전2동
2641063500,선두구동,21110640,선두구동
2641066500,청룡노포동,21110670,청룡노포동
2641067000,남산동,21110680,남산동
2641068000,구서제1동,21110690,구서1동
2641069000,구서제2동,21110700,구서2동
2641070000,금성동,21110710,금성동
2644051000,대저1동,21120510,대저1동
2644052000,대저2동,21120520,대저2동
2644053000,강동동,21120530,강동동
2644053500,명지1동,21120590,명지1동
2644054500,명지2동,21120600,명지2동
2644055000,가락동,21120550,가락동
2644056000,녹산동,21120561,녹산동
2644058000,가덕도동,21120580,가덕도동
2644059000,신호동,21120562,신호동
2647061000,거제제1동,21130510,거제1동
2647062000,거제제2동,21130520,거제2동
2647063000,거제제3동,21130530,거제3동
2647064000,거제제4동,21130540,거제4동
2647065000,연산제1동,21130550,연산1동
2647066000,연산제2동,21130560,연산2동
2647067000,연산제3동,21130570,연산3동
2647068000,연산제4동,21130580,연산4동
2647069000,연산제5동,21130590,연산5동
2647070000,연산제6동,21130600,연산6동
2647072000,연산제8동,21130620,연산8동
2647073000,연산제9동,21130630,연산9동
2650066000,남천제1동,21140510,남천1동
2650067000,남천제2동,21140520,남천2동
2650073000,수영동,21140530,수영동
2650074000,망미제1동,21140540,망미1동
2650075000,망미제2동,21140550,망미2동
2650076000,광안제1동,21140560,광안1동
2650077000,광안제2동,21140570,광안2동
2650078000,광안제3동,21140580,광안3동
2650079000,광안제4동,21140590,광안4동
2650080000,민락동,21140600,민락동
2653058000,삼락동,21150510,삼락동
2653059100,모라제1동,21150520,모라1동
2653059300,모라제3동,21150540,모라3동
2653060000,덕포제1동,21150550,덕포1동
2653061000,덕포제2동,21150560,덕포2동
2653062000,괘법동,21150570,괘법동
2653064500,감전동,21150650,감전동
2653065000,주례제1동,21150600,주례1동
2653066000,주례제2동,21150610,주례2동
2653066100,주례제3동,21150620,주례3동
2653067000,학장동,21150630,학장동
2653068000,엄궁동,21150640,엄궁동
2671025000,기장읍,21510110,기장읍
2671025300,장안읍,21510120,장안읍
2671025600,정관읍,21510130,정관읍
2671025900,일광읍,21510111,일광읍
2671033000,철마면,21510330,철마면
2711051700,동인동,22010700,동인동
2711054500,삼덕동,22010540,삼덕동
2711056500,성내1동,22010560,성내1동
2711057500,성내2동,22010590,성내2동
2711058500,성내3동,22010610,성내3동
2711059500,대신동,22010620,대신동
2711064000,남산1동,22010640,남산1동
2711065000,남산2동,22010650,남산2동
2711066000,남산3동,22010660,남산3동
2711067000,남산4동,22010670,남산4동
2711068000,대봉1동,22010680,대봉1동
2711069000,대봉2동,22010690,대봉2동
2714051000,신암1동,22020510,신암1동
2714052000,신암2동,22020520,신암2동
2714053000,신암3동,22020530,신암3동
2714054000,신암4동,22020540,신암4동
2714054100,신암5동,22020550,신암5동
2714055500,신천1.2동,22020560,신천1·2동
2714057000,신천3동,22020580,신천3동
2714058000,신천4동,22020590,신천4동
2714059000,효목1동,22020600,효목1동
2714060000,효목2동,22020610,효목2동
2714061500,도평동,22020620,도평동
2714062000,불로.봉무동,22020630,불로·봉무동
2714064000,지저동,22020650,지저동
2714065500,동촌동,22020660,동촌동
2714067000,방촌동,22020680,방촌동
2714068500,해안동,22020690,해안동
2714072000,안심1동,22020730,안심1동
2714073000,안심2동,22020740,안심2동
2714074200,안심3동,22020760,안심3동
2714074700,안심4동,22020770,안심4동
2714075500,혁신동,22020780,혁신동
2714076000,공산동,22020710,공산동
2717051000,내당1동,22030510,내당1동
2717052500,내당2.3동,22030520,내당2·3동
2717054000,내당4동,22030530,내당4동
2717055000,비산1동,22030540,비산1동
2717056500,비산2.3동,22030550,비산2·3동
2717058000,비산4동,22030560,비산4동
2717059000,비산5동,22030570,비산5동
2717060000,비산6동,22030580,비산6동
2717061000,비산7동,22030590,비산7동
2717062000,평리1동,22030600,평리1동
2717063000,평리2동,22030610,평리2동
2717064000,평리3동,22030620,평리3동
2717065000,평리4동,22030630,평리4동
2717066000,평리5동,22030640,평리5동
2717066100,평리6동,22030650,평리6동
2717067500,상중이동,22030660,상중이동
2717069500,원대동,22030680,원대동
2720051500,이천동,22040510,이천동
2720053000,봉덕1동,22040530,봉덕1동
2720054000,봉덕2동,22040540,봉덕2동
2720055000,봉덕3동,22040550,봉덕3동
2720056000,대명1동,22040560,대명1동
2720057100,대명2동,22040570,대명2동
2720058600,대명3동,22040580,대명3동
2720059000,대명4동,22040590,대명4동
2720060000,대명5동,22040600,대명5동
2720061000,대명6동,22040610,대명6동
2720064000,대명9동,22040640,대명9동
2720065000,대명10동,22040650,대명10동
2720066000,대명11동,22040660,대명11동
2723051000,고성동,22050510,고성동
2723052600,칠성동,22050520,칠성동
2723055000,침산1동,22050550,침산1동
2723056000,침산2동,22050560,침산2동
2723057000,침산3동,22050570,침산3동
2723061000,산격1동,22050610,산격1동
2723062000,산격2동,22050620,산격2동
2723063000,산격3동,22050630,산격3동
2723063100,산격4동,22050640,산격4동
2723064500,대현동,22050840,대현동
2723067100,복현1동,22050650,복현1동
2723067200,복현2동,22050660,복현2동
2723068000,검단동,22050700,검단동
2723069500,무태조야동,22050710,무태조야동
2723071500,관문동,22050750,관문동
2723072500,태전1동,22050780,태전1동
2723073500,태전2동,22050740,태전2동
2723074500,구암동,22050790,구암동
2723075000,관음동,22050770,관음동
2723077000,읍내동,22050760,읍내동
2723078000,동천동,22050820,동천동
2723079000,노원동,22050810,노원동
2723080000,국우동,22050830,국우동
2726051000,범어1동,22060510,범어1동
2726052000,범어2동,22060520,범어2동
2726053000,범어3동,22060530,범어3동
2726054000,범어4동,22060540,범어4동
2726055000,만촌1동,22060550,만촌1동
2726056000,만촌2동,22060560,만촌2동
2726056100,만촌3동,22060570,만촌3동
2726057000,수성1가동,22060580,수성1가동
2726058000,수성2.3가동,22060590,수성2·3가동
2726059000,수성4가동,22060600,수성4가동
2726060100,황금1동,22060610,황금1동
2726060200,황금2동,22060620,황금2동
2726061000,중동,22060630,중동
2726062000,상동,22060640,상동
2726063000,파동,22060650,파동
2726064000,두산동,22060660,두산동
2726065100,지산1동,22060670,지산1동
2726065200,지산2동,22060680,지산2동
2726066100,범물1동,22060690,범물1동
2726066200,범물2동,22060700,범물2동
2726067000,고산1동,22060710,고산1동
2726068000,고산2동,22060720,고산2동
2726069000,고산3동,22060730,고산3동
2729051500,성당동,22070750,성당동
2729053500,두류1.2동,22070760,두류1·2동
2729055000,두류3동,22070550,두류3동
2729055500,감삼동,22070570,감삼동
2729056300,죽전동,22070580,죽전동
2729056800,장기동,22070590,장기동
2729057100,용산1동,22070720,용산1동
2729057200,용산2동,22070730,용산2동
2729057600,이곡1동,22070600,이곡1동
2729057700,이곡2동,22070740,이곡2동
2729058500,신당동,22070610,신당동
2729059000,본리동,22070560,본리동
2729060100,월성1동,22070770,월성1동
2729060200,월성2동,22070630,월성2동
2729061500,진천동,22070780,진천동
2729061700,유천동,22070790,유천동
2729062400,상인1동,22070650,상인1동
2729062500,상인2동,22070660,상인2동
2729062600,상인3동,22070670,상인3동
2729062800,도원동,22070680,도원동
2729063000,송현1동,22070690,송현1동
2729064000,송현2동,22070700,송현2동
2729065000,본동,22070710,본동
2771025000,화원읍,22510110,화원읍
2771025300,논공읍,22510120,논공읍
2771025600,다사읍,22510130,다사읍
2771025900,유가읍,22510140,유가읍
2771026200,옥포읍,22510150,옥포읍
2771026500,현풍읍,22510160,현풍읍
2771031000,가창면,22510310,가창면
2771033000,하빈면,22510320,하빈면
2771038000,구지면,22510360,구지면
2772025000,군위읍,22520111,군위읍
2772031000,소보면,22520311,소보면
2772032000,효령면,22520312,효령면
2772033000,부계면,22520313,부계면
2772034000,우보면,22520314,우보면
2772035000,의흥면,22520315,의흥면
2772036000,산성면,22520316,산성면
2772037000,삼국유사면,22520317,삼국유사면
2812558000,만석동,23020510,만석동
2812559000,화수1.화평동,23020520,화수1·화평동
2812560000,화수2동,23020530,화수2동
2812561000,송현1.2동,23020550,송현1·2동
2812562000,송현3동,23020570,송현3동
2812563000,송림1동,23020580,송림1동
2812564000,송림2동,23020590,송림2동
2812565000,송림3·5동,23020600,송림3·5동
2812566000,송림4동,23020610,송림4동
2812567000,송림6동,23020630,송림6동
2812568000,금창동,23020640,금창동
2815551000,영종동,23010650,영종동
2815552000,영종1동,23010681,영종1동
2815553000,영종2동,23010691,영종2동
2815556000,용유동,23010630,용유동
2817751000,숭의2동,23090520,숭의2동
2817752000,숭의1.3동,23090750,숭의1·3동
2817753000,숭의4동,23090540,숭의4동
2817754000,용현1.4동,23090760,용현1·4동
2817755000,용현2동,23090560,용현2동
2817756000,용현3동,23090570,용현3동
2817757000,용현5동,23090590,용현5동
2817758000,학익1동,23090600,학익1동
2817759000,학익2동,23090610,학익2동
2817760000,도화1동,23090620,도화1동
2817761000,도화2.3동,23090770,도화2·3동
2817762000,주안1동,23090650,주안1동
2817763000,주안2동,23090660,주안2동
2817764000,주안3동,23090670,주안3동
2817765000,주안4동,23090680,주안4동
2817766000,주안5동,23090690,주안5동
2817767000,주안6동,23090700,주안6동
2817768000,주안7동,23090710,주안7동
2817769000,주안8동,23090720,주안8동
2817770000,관교동,23090730,관교동
2817771000,문학동,23090740,문학동
2818563000,옥련1동,23040510,옥련1동
2818564000,옥련2동,23040600,옥련2동
2818575000,선학동,23040520,선학동
2818576100,연수1동,23040530,연수1동
2818576200,연수2동,23040540,연수2동
2818576300,연수3동,23040550,연수3동
2818576600,청학동,23040560,청학동
2818578000,동춘1동,23040570,동춘1동
2818579000,동춘2동,23040580,동춘2동
2818579500,동춘3동,23040590,동춘3동
2818582000,송도1동,23040640,송도1동
2818583000,송도2동,23040660,송도2동
2818584000,송도3동,23040650,송도3동
2818585000,송도4동,23040680,송도4동
2818586000,송도5동,23040690,송도5동
2820051000,구월1동,23050510,구월1동
2820052000,구월2동,23050521,구월2동
2820052100,구월3동,23050530,구월3동
2820052200,구월4동,23050540,구월4동
2820053000,간석1동,23050550,간석1동
2820054000,간석2동,23050561,간석2동
2820055000,간석3동,23050570,간석3동
2820055100,간석4동,23050580,간석4동
2820056000,만수1동,23050590,만수1동
2820057000,만수2동,23050600,만수2동
2820058000,만수3동,23050610,만수3동
2820058100,만수4동,23050620,만수4동
2820058200,만수5동,23050630,만수5동
2820058300,만수6동,23050640,만수6동
2820065000,장수서창동,23050750,장수서창동
2820065500,서창2동,23050760,서창2동
2820066000,남촌도림동,23050670,남촌도림동
2820069000,논현1동,23050720,논현1동
2820070000,논현2동,23050730,논현2동
2820071000,논현고잔동,23050740,논현고잔동
2823751000,부평1동,23060510,부평1동
2823752000,부평2동,23060520,부평2동
2823753000,부평3동,23060530,부평3동
2823754000,부평4동,23060540,부평4동
2823755000,부평5동,23060550,부평5동
2823756000,부평6동,23060560,부평6동
2823757000,산곡1동,23060570,산곡1동
2823758000,산곡2동,23060580,산곡2동
2823758100,산곡3동,23060590,산곡3동
2823758200,산곡4동,23060600,산곡4동
2823759100,청천1동,23060610,청천1동
2823759200,청천2동,23060620,청천2동
2823764100,갈산1동,23060630,갈산1동
2823764200,갈산2동,23060640,갈산2동
2823764600,삼산1동,23060650,삼산1동
2823764800,삼산2동,23060720,삼산2동
2823765000,부개1동,23060660,부개1동
2823766000,부개2동,23060670,부개2동
2823766100,부개3동,23060680,부개3동
2823767000,일신동,23060690,일신동
2823768000,십정1동,23060700,십정1동
2823769000,십정2동,23060710,십정2동
2824560100,효성1동,23070510,효성1동
2824560200,효성2동,23070520,효성2동
2824561100,계산1동,23070530,계산1동
2824561200,계산2동,23070540,계산2동
2824561300,계산3동,23070550,계산3동
2824561400,계산4동,23070620,계산4동
2824562100,작전1동,23070560,작전1동
2824562200,작전2동,23070570,작전2동
2824564000,작전서운동,23070580,작전서운동
2824571000,계양1동,23070630,계양1동
2824572000,계양2동,23070610,계양2동
2824573000,계양3동,23070640,계양3동
2827551500,검암경서동,23080510,검암경서동
2827553000,연희동,23080531,연희동
2827553600,청라1동,23080740,청라1동
2827553700,청라2동,23080780,청라2동
2827553900,청라3동,23080790,청라3동
2827554200,가정1동,23080541,가정1동
2827554300,가정2동,23080550,가정2동
2827554400,가정3동,23080560,가정3동
2827555000,석남1동,23080580,석남1동
2827556000,석남2동,23080590,석남2동
2827556100,석남3동,23080600,석남3동
2827557500,신현원창동,23080730,신현원창동
2827558000,가좌1동,23080620,가좌1동
2827559000,가좌2동,23080630,가좌2동
2827560000,가좌3동,23080640,가좌3동
2827561000,가좌4동,23080650,가좌4동
2829051000,검단동,23080800,검단동
2829052000,불로대곡동,23080810,불로대곡동
2829053000,원당동,23080870,원당동
2829054000,당하동,23080850,당하동
2829055000,오류왕길동,23080840,오류왕길동
2829056000,마전동,23080860,마전동
2871025000,강화읍,23510110,강화읍
2871031000,선원면,23510310,선원면
2871032000,불은면,23510320,불은면
2871033000,길상면,23510330,길상면
2871034000,화도면,23510340,화도면
2871035000,양도면,23510350,양도면
2871036000,내가면,23510360,내가면
2871037000,하점면,23510370,하점면
2871038000,양사면,23510380,양사면
2871039000,송해면,23510390,송해면
2871040000,교동면,23510400,교동면
2871041000,삼산면,23510410,삼산면
2871042000,서도면,23510420,서도면
2872031000,북도면,23520310,북도면
2872033000,백령면,23520330,백령면
2872034000,대청면,23520340,대청면
2872035000,덕적면,23520350,덕적면
2872036000,영흥면,23520370,영흥면
2872037000,자월면,23520360,자월면
2872038000,연평면,23520320,연평면
3011051500,중앙동,25010760,중앙동
3011053000,효동,25010530,효동
3011054500,신인동,25010770,신인동
3011055100,판암1동,25010550,판암1동
3011055200,판암2동,25010560,판암2동
3011056000,용운동,25010570,용운동
3011058500,대동,25010780,대동
3011059000,자양동,25010600,자양동
3011062000,가양1동,25010630,가양1동
3011063000,가양2동,25010640,가양2동
3011064000,용전동,25010650,용전동
3011066500,성남동,25010790,성남동
3011067000,홍도동,25010680,홍도동
3011069500,삼성동,25010800,삼성동
3011072500,대청동,25010730,대청동
3011074000,산내동,25010750,산내동
3014053500,은행선화동,25020510,은행선화동
3014055000,목동,25020530,목동
3014056000,중촌동,25020540,중촌동
3014057500,대흥동,25020550,대흥동
3014060500,문창동,25020560,문창동
3014062000,석교동,25020570,석교동
3014063000,대사동,25020580,대사동
3014064000,부사동,25020590,부사동
3014065500,용두동,25020600,용두동
3014067000,오류동,25020620,오류동
3014068000,태평1동,25020630,태평1동
3014069000,태평2동,25020640,태평2동
3014070000,유천1동,25020650,유천1동
3014071000,유천2동,25020660,유천2동
3014072000,문화1동,25020670,문화1동
3014073000,문화2동,25020680,문화2동
3014074000,산성동,25020690,산성동
3017051000,복수동,25030510,복수동
3017052000,도마1동,25030520,도마1동
3017053000,도마2동,25030530,도마2동
3017053500,정림동,25030540,정림동
3017054000,변동,25030550,변동
3017055000,용문동,25030560,용문동
3017055500,탄방동,25030570,탄방동
3017056000,괴정동,25030610,괴정동
3017057000,가장동,25030620,가장동
3017057500,내동,25030630,내동
3017058100,갈마1동,25030640,갈마1동
3017058200,갈마2동,25030650,갈마2동
3017058600,월평1동,25030660,월평1동
3017058700,월평2동,25030670,월평2동
3017058800,월평3동,25030680,월평3동
3017059000,가수원동,25030511,가수원동
3017059300,도안동,25030512,도안동
3017059600,관저1동,25030720,관저1동
3017059700,관저2동,25030730,관저2동
3017060000,기성동,25030710,기성동
3017063000,둔산1동,25030590,둔산1동
3017064000,둔산2동,25030600,둔산2동
3017065000,만년동,25030690,만년동
3017066000,둔산3동,25030740,둔산3동
3020052000,진잠동,25040680,진잠동
3020052600,학하동,25040690,학하동
3020052700,상대동,25040700,상대동
3020053000,온천1동,25040640,온천1동
3020054000,온천2동,25040540,온천2동
3020054600,노은1동,25040590,노은1동
3020054700,노은2동,25040660,노은2동
3020054800,노은3동,25040670,노은3동
3020055000,신성동,25040550,신성동
3020057000,전민동,25040570,전민동
3020058000,구즉동,25040610,구즉동
3020060000,관평동,25040630,관평동
3020061000,원신흥동,25040710,원신흥동
3023051000,오정동,25050510,오정동
3023052000,대화동,25050520,대화동
3023052500,회덕동,25050530,회덕동
3023053300,비래동,25050540,비래동
3023054300,송촌동,25050620,송촌동
3023054600,중리동,25050550,중리동
3023055000,신탄진동,25050580,신탄진동
3023056000,석봉동,25050590,석봉동
3023057000,덕암동,25050600,덕암동
3023058000,목상동,25050610,목상동
3023060000,법1동,25050560,법1동
3023061000,법2동,25050570,법2동
3111051000,학성동,26010510,학성동
3111052000,반구1동,26010520,반구1동
3111053000,반구2동,26010530,반구2동
3111055500,복산동,26010681,복산동
3111058500,중앙동,26010670,중앙동
3111059000,우정동,26010590,우정동
3111060000,태화동,26010600,태화동
3111061000,다운동,26010610,다운동
3111062000,병영1동,26010620,병영1동
3111063000,병영2동,26010630,병영2동
3111064000,약사동,26010640,약사동
3111065000,성안동,26010660,성안동
3114051000,신정1동,26020510,신정1동
3114052000,신정2동,26020520,신정2동
3114053000,신정3동,26020530,신정3동
3114054000,신정4동,26020540,신정4동
3114055000,신정5동,26020550,신정5동
3114056000,달동,26020560,달동
3114057000,삼산동,26020570,삼산동
3114058500,삼호동,26020580,삼호동
3114059500,무거동,26020590,무거동
3114060000,옥동,26020600,옥동
3114062500,대현동,26020620,대현동
3114063500,수암동,26020630,수암동
3114064000,선암동,26020640,선암동
3114067000,야음장생포동,26020610,야음장생포동
3117051000,방어동,26030510,방어동
3117052000,일산동,26030520,일산동
3117053000,화정동,26030530,화정동
3117054000,대송동,26030540,대송동
3117055000,전하1동,26030550,전하1동
3117056000,전하2동,26030610,전하2동
3117058000,남목1동,26030580,남목1동
3117059000,남목2동,26030590,남목2동
3117060000,남목3동,26030600,남목3동
3120051000,농소1동,26040510,농소1동
3120052000,농소2동,26040520,농소2동
3120053000,농소3동,26040530,농소3동
3120054000,강동동,26040540,강동동
3120056000,효문동,26040560,효문동
3120057000,송정동,26040570,송정동
3120058000,양정동,26040580,양정동
3120059000,염포동,26040590,염포동
3171025000,온산읍,26510110,온산읍
3171025300,언양읍,26510120,언양읍
3171025600,온양읍,26510130,온양읍
3171025900,범서읍,26510140,범서읍
3171026200,청량읍,26510150,청량읍
3171026500,삼남읍,26510160,삼남읍
3171031000,서생면,26510310,서생면
3171034000,웅촌면,26510340,웅촌면
3171036000,두동면,26510360,두동면
3171037000,두서면,26510370,두서면
3171038000,상북면,26510380,상북면
3171040000,삼동면,26510400,삼동면
3611025000,조치원읍,29010110,조치원읍
3611031000,연기면,29010311,연기면
3611032000,연동면,29010312,연동면
3611033000,부강면,29010330,부강면
3611034000,금남면,29010340,금남면
3611035000,장군면,29010350,장군면
3611036000,연서면,29010360,연서면
3611037000,전의면,29010370,전의면
3611038000,전동면,29010380,전동면
3611039000,소정면,29010390,소정면
3611051000,한솔동,29010610,한솔동
3611051500,새롬동,29010521,새롬동
3611051800,나성동,29010522,나성동
3611052000,도담동,29010514,도담동
